DRD2_rs1800497,SLC6A4_rs25531,COMT_rs4680,MAOA_rs6323,HTR2A_rs6313,DRD2_methyl,SLC6A4_methyl,COMT_methyl,MAOA_methyl,HTR2A_methyl,Drug_Exposure_Years,Addiction_Susceptibility_Score,Serotonin_Level,Dopamine_Level
2,1,2,0,0,17.483862726041256,26.0286857566003,53.093767841209385,30.779583168074566,82.6858560972753,2,0.14722707441051697,157.86134307662178,139.66515483861554
1,2,0,2,0,50.25660764634424,90.71950307058299,59.51316749056815,91.37884438732593,52.473563766143215,2,0.20658101622178082,132.12768260899918,147.7253834705359
1,2,1,1,1,39.86630277723131,67.0732311905834,0.992382112783563,95.2815017002506,77.52440518349492,4,0.31326647658061035,191.56671670525537,109.41728742893096
2,0,1,0,1,14.63739921622491,56.04406309804399,46.409515945350385,32.67425420300408,23.44256000115147,11,0.6360684203522257,87.63354748011571,128.0268347405002
1,1,1,1,0,36.753442229153144,11.098946921348107,96.34992408875883,35.442494879305485,34.50837455132337,11,0.3982805490890544,65.08440981251665,119.94546770653022
2,0,0,1,2,6.817230938549357,44.70555438064254,51.90322801295487,50.56341534219588,3.010387221131894,19,0.006814697900128119,108.98922276488229,113.94411091386286
2,1,1,2,0,2.5811906949486985,46.03582712019263,67.75422674589532,94.11208125336735,96.14923245741122,12,0.5234071850674719,142.5069061470164,66.83172875774791
0,1,2,1,1,13.516628915482276,86.45636095226699,31.18638579168832,87.63194331423115,66.78679067008134,19,0.9215133919074179,179.11984053732425,36.85132054895325
2,1,2,2,0,96.31151115891738,54.66482201877885,77.39913781527625,10.25679625835898,93.32050877593062,8,0.812077611008679,101.92953300204914,71.16620790235808
0,1,0,0,1,54.952953589501696,38.04005489704097,77.2921481876115,39.27307432714162,26.549640742907233,6,0.8252113712596311,148.06801266866924,110.0323182244688
2,1,2,2,1,96.582216115322,97.68003285106593,52.129604765413895,55.33711897497719,61.146361122566084,3,0.7950580176061312,102.52980215348285,42.30350378733617
2,2,2,0,2,43.2497878330132,11.072059332631568,97.60138232792136,50.313247255154,67.84999682926379,18,0.32373082561042366,142.5829374491687,31.43015795738905
0,0,0,2,1,31.181613308525957,42.25484283119446,12.555021476265338,19.38630679368927,31.754970025758844,18,0.765193833754392,182.72119205459762,46.76308471235264
0,2,1,1,1,50.61418628402441,4.202467517140529,1.6947664889580993,85.88167711681547,84.81092350156301,5,0.143161357811193,84.70364633891135,115.88831116929543
2,1,1,2,2,43.95116886329101,73.99041207669303,77.0158211757096,67.69407829968374,94.71614629002478,12,0.6577161472759535,110.63624631605587,146.73524419877327
1,0,1,2,1,10.566468426174392,91.80765521991506,80.71555373648826,83.79083748518036,88.48551176960044,10,0.6415685666849944,198.98977946446198,147.96776395377844
0,1,0,0,2,64.08263146902063,28.003732955048942,12.020722912057625,85.87642793494722,73.90669759393725,12,0.02556979908973467,180.2835542374191,89.27749789682255
1,0,2,1,2,21.60381825095996,85.83416767991208,26.55828329586061,74.83558536657398,27.746467972495402,12,0.7879701335909316,134.69597868443032,134.3222761190817
1,2,1,2,1,61.95879548978296,29.221823046189776,1.755236336662891,43.92106012497173,28.161604210563173,19,0.9032481050951305,127.49413877814129,118.41917469018048
1,0,1,1,1,65.02010923981534,91.07701616439152,29.33086107805647,61.054675501542455,96.3360320446038,14,0.26741527847210766,92.69005734570214,90.1248284381524
0,0,0,2,0,15.20248531286481,75.3961903596784,77.31418739186715,16.036540611974313,1.0284495935692028,12,0.8123907241861509,127.5814141540294,98.73126395461041
1,0,1,2,2,6.134962711066816,80.49067768414386,51.79605277125789,67.36454174749078,71.60499732421445,10,0.0824059718619482,177.22722474199207,46.46725759402453
0,0,0,1,0,78.07615860684398,1.80065556004545,34.80955931682881,17.925325573928074,70.62461625552622,18,0.599967858261066,152.77617699166709,142.51937527399105
1,0,2,2,1,45.98004237693202,96.2810357074026,37.17392949063303,69.39495905101568,62.26895409497975,7,0.48564686533427714,93.50660422669799,72.23157248781321
2,1,0,1,0,5.816379550547579,72.66709920703232,0.1353625715468154,22.959816075396866,99.01088460868658,19,0.545923533309,80.21958815802995,83.53791077486034
2,0,0,2,2,99.48663171697672,30.47510953861333,29.98005275652359,11.755130015021997,31.187943576372522,7,0.9262052018843451,89.78128054952437,110.59922771974784
0,0,0,0,0,5.778056099636664,82.9394664858847,64.64587416379305,16.52844901429574,33.997186379324816,9,0.8713152472468535,75.46388020892398,70.06829658318648
2,2,0,1,2,69.50352288585532,28.152119841492997,97.41944438163571,0.1992135219070268,7.893940294655555,15,0.785083657239757,64.34610440355739,60.51109931867167
2,0,2,2,1,98.36789252634136,87.2753839566128,84.70608269838995,71.87396178535302,44.27981365437375,18,0.273698457678371,112.87042616630825,105.72592719242647
1,2,2,2,1,23.918010421592562,11.258039041193701,2.3594964645529126,73.24010490583791,26.10485262348481,10,0.9118186286860916,66.99494065974015,32.99808987382193
0,1,1,0,2,14.224936868719617,70.36859774607957,89.85606046748393,51.493334991325945,34.338670217764424,12,0.09750769246387525,75.78688365906565,116.48701344320146
1,0,2,1,1,12.138493942242889,54.069847664491036,78.3198413298626,16.13628010553837,83.45717902556277,8,0.8533292165587878,132.09870265092292,91.68280438518117
1,2,2,2,1,30.327514756759555,9.653447019544082,78.03761235709804,8.355433751068976,93.54845135274957,19,0.3281600723536078,74.68989105493621,102.69044766251213
1,2,1,0,1,10.10458110106467,24.189382825883897,45.79957590035715,1.912896643728701,18.573307200518563,18,0.053772311661983374,59.58196511463542,105.82561910962622
1,1,2,2,1,69.2161341694132,1.240403627731479,39.80052929545028,16.57481769652207,37.25089315534659,15,0.6693569842407483,97.60832750418278,93.24601877910764
1,0,0,1,2,6.229179813006269,46.876796546450585,30.29157288331926,89.08555349831467,92.8630562115394,6,0.23127992831595545,83.04786479329513,99.90405329288832
1,0,0,2,0,50.94221281497897,30.126526076000037,6.569485895436578,24.153684170168177,6.180846068922263,18,0.24357112586463192,127.29577819915652,112.05458410678494
1,2,1,2,0,99.66968538529768,59.83574842977588,22.82353634936991,35.42713272172156,9.236052811137851,11,0.3060471662287715,65.3550626874814,120.3742616615609
0,0,1,2,1,81.39702695060188,29.72378077086172,24.66036349780246,10.534548448133318,16.279098920622936,14,0.06368476750251673,162.76561815244673,117.29428695433445
2,2,1,2,0,61.52194382310109,29.99191115069847,48.40770697102016,22.236130474817028,59.521283412687474,13,0.17712714419825404,185.9350279152708,134.3539749278714
1,0,0,0,0,30.625362078661166,74.31931987316034,74.7444406596694,51.922457078020514,15.047227100599747,10,0.005139627585560302,161.51527609342918,52.73321198008833
1,2,2,0,1,62.389583629163845,4.814283597835345,47.38098283979466,60.775268309565256,96.80763814507335,9,0.4454095211057868,129.92405561020914,78.13775633901571
1,0,0,1,1,52.70414639116516,90.28949951919873,5.784444944716061,24.535231416621105,44.671452725852035,10,0.08425537741797129,179.10017326833278,143.73552792173484
1,1,1,0,0,42.60833838903715,85.22638743911814,95.77898009882038,5.773215922511721,50.15179603501664,5,0.682652605044199,154.23775696722612,77.59086892635958
1,0,2,0,2,13.071037674019948,66.78046832264066,94.27243190941122,39.10328691273987,24.66586158054065,1,0.23562285119164839,51.58266836752848,44.98440922871072
1,0,2,1,1,88.66042152404667,59.32215701073843,78.51895431484084,23.420337092633414,47.09602524347335,10,0.9435741440351771,109.11352291617547,93.05341516346155
2,1,0,0,2,44.97846488213225,89.23024981396523,99.13279015642206,21.955392322980195,66.19136326370115,18,0.8712516273986526,177.64278491102,43.13891670653546
2,0,1,0,0,19.462251182076507,18.533017952871443,54.448233280026294,95.98628027134552,75.11771369540428,5,0.28944089496820824,101.87882869629038,54.342388647343824
1,1,0,1,1,36.77593508772896,7.896916219082861,96.27683502532061,61.63004859257241,75.3868082709913,13,0.7832154546566787,55.28227602882853,149.7982507885148
2,0,2,1,2,41.4129752528927,23.95101699095381,7.560504061675077,55.68784431720959,57.789111269408835,19,0.8032449046648062,161.92694578284085,94.96351660753584
0,2,0,1,1,82.75378955668742,79.45782787001903,36.568074826137135,41.57751035233219,90.43597749938573,5,0.9865631141144104,170.30574054243027,64.08700668485147
1,2,0,2,0,73.3614380561402,3.4670266726483323,22.538126800676583,42.89443334301443,81.74078473061094,16,0.597839986845685,74.08905425649628,149.37299454886875
0,0,1,2,2,76.93048936413398,58.280683508348964,19.583308413427,54.090500383808084,75.70481146986255,9,0.08196573464366219,130.6010745264772,145.98707022661716
0,0,1,1,0,1.1031264428647214,99.54375161913099,14.08029488926761,69.64298070361072,5.560552168046062,0,0.646837228926381,78.79331584935886,82.88868493011162
1,0,2,1,0,41.615399817976154,85.56960938375394,62.241364156599666,70.21460961818295,0.6877962219649314,2,0.6249797483760352,157.885162856622,61.248373054549006
2,2,0,1,1,48.13441516353236,52.14456890435895,78.1321855747305,17.169390770544958,21.244727719547296,7,0.6383505774204318,90.73256827662286,130.6079565710628
0,0,0,2,2,1.9192276823056686,6.364090928664234,57.82983994203607,50.0112752076627,66.35235939134523,7,0.3071456481042115,97.43226838449951,115.87448603661429
1,2,0,2,0,25.98132087450342,83.13735143857099,14.696270958820968,41.195809503410196,41.119748888254584,19,0.8596795850803329,176.7456280460152,112.43297220042125
0,1,2,0,0,76.0289823122135,59.89785081772106,81.11237699334708,87.05269662693841,40.24062592993117,14,0.9594721829554119,121.44835283103565,137.1736489586967
0,2,2,0,2,13.710970572899905,11.493299705956684,63.59547071637285,63.14189212183764,88.45868882296138,6,0.21771251297815153,150.46316768273718,112.73005606455895
0,2,1,1,0,53.531013145259166,9.38572848233562,38.81657061269955,53.25040664159818,89.55628481318388,10,0.08815215813664445,110.35595760837015,64.0557531649859
0,1,1,2,0,21.52018720172375,90.96268194365923,67.4130295536063,11.539464217891737,90.91752640535857,6,0.19453503316848408,94.70102857906332,113.26357942508787
2,2,1,2,2,1.2120774643893273,66.92002629380784,25.990497924283286,60.56378893234115,31.38780765150273,3,0.8205521392557188,143.8217090636992,66.69762135403968
0,0,0,2,2,24.12014575995415,82.92867993167555,34.51922084942105,11.720390568023342,69.10558127392618,11,0.6766446348198475,73.22863611182319,121.1086775588394
0,0,0,1,2,97.58737549100537,87.89789002822673,91.74858431319902,33.720657556575205,27.163318127436963,5,0.6360473423391266,105.94997533502945,104.36974253898792
0,2,1,0,2,80.15371118829896,57.17723520483222,29.05045056714204,14.284196481433186,19.060983307444978,13,0.4017931351094245,81.35555560788833,39.28938623817007
2,0,0,1,1,95.95766443210334,51.74463517550413,46.99882681579366,69.20736470243689,18.463245734736923,11,0.5778279715114357,154.3692450411118,91.54024349221704
0,2,1,0,2,48.785404392636245,43.042741032099016,89.01411373960147,20.62521138361526,34.2107620863594,10,0.3078741252743674,191.63132575191614,71.1961163034889
0,0,2,0,1,10.973619867750351,31.69465877911193,70.77213502675275,39.1859373188026,42.99576197798217,18,0.4772000794179613,199.32664520237995,69.42847592787531
2,0,1,1,1,54.79594889736929,43.459596085871176,6.220322616470275,89.56747776187787,83.09491710550684,4,0.7930630283706559,117.54152156623861,102.27075628527086
2,2,2,0,1,45.43773345599609,77.38796557301563,14.730304427897034,20.431638339897027,11.98910934727121,13,0.9812415974554621,87.87955844546667,68.67897893633099
2,0,0,0,0,84.4357082739616,60.19234310151316,0.7841590771916818,50.780506395877914,73.49258473948942,15,0.9324889235898018,116.42440555764863,123.22724978458471
0,2,1,2,1,9.808258078424458,89.2523289954846,63.09217902291634,41.9271661166022,53.14549141893053,12,0.9338659428462488,177.09041149440856,38.49497232134093
2,0,0,0,1,48.82411370217782,44.33800143791877,44.767342541041835,1.8124041045729733,28.794534267599246,19,0.4022237348471124,80.90085178280599,109.24659028749905
2,0,2,1,0,15.004866469398426,60.7089578718754,13.427485090227552,79.27581135728128,49.281958453282456,3,0.46878988050679093,192.81434774793857,127.10337643880895
0,1,2,1,0,32.467592689006,63.130755309198875,95.79341210567705,6.904590631459973,29.994206977702266,10,0.7056353963689815,101.27986531972266,110.7398027904516
2,1,2,0,0,73.73570773877996,59.16971623063255,52.96597239456199,47.42550209769536,59.608195523830595,16,0.9221919280512842,197.87054891754573,89.66750340239949
0,2,0,2,2,47.601812936876655,70.26337730855164,24.189329411288917,56.06782949389499,43.38439228552442,6,0.14199425935208465,175.79133313009433,144.03684164834175
1,1,0,2,0,37.58882851457693,23.74334683748063,50.06035711547076,62.842645661458704,16.440552907887874,13,0.30424186382719576,171.28558012210857,65.99261877576762
2,2,0,0,0,39.44762785700353,51.23637775457907,67.96203327351078,68.86316293078755,11.658307455569672,10,0.13924684459410952,97.68570106599253,32.300146502997336
1,1,0,0,1,45.94467684059866,10.422480280834767,7.623921797356448,25.327238352271507,54.66956820721302,8,0.6120085299594553,51.31658179218942,81.8387245756129
0,0,2,1,0,78.50165438370568,38.45113276448126,27.4703815047892,0.9978776658449373,90.24130332861034,12,0.30630099688753754,107.31993632389818,33.96143230803927
2,2,2,0,2,89.20846889402344,48.76670686212644,80.69654908839937,72.3443662354912,34.395768655768556,17,0.32610785251257346,95.27140544940406,144.47241030316906
0,2,1,2,0,95.53346865039283,65.22242595454725,45.966487040266124,53.56565993475786,73.30001072226231,10,0.07091595948797924,55.60954856131959,55.19016548976618
1,0,1,0,2,78.6903386255295,95.05310525862035,54.65771420322949,83.61177032072487,65.8661354939767,14,0.34979606180759193,125.80478847588945,124.67124287386554
0,2,0,1,0,31.540689574801274,60.06510665483559,43.28160022094693,82.13883629006943,93.1554914309481,18,0.8624965074015853,110.4546966924105,122.94864998092379
2,2,2,1,0,68.81347060865421,74.35939161765597,4.389994264300512,84.33261677878832,82.09810172991409,0,0.23307281189083495,145.1834701612287,56.12746796195202
2,1,2,1,0,43.760312405539196,50.626605949520275,16.574977982015593,48.50946599795402,56.660525890546296,3,0.6951874662100657,143.1779483291125,104.54718365762008
1,2,2,1,0,25.467062204605117,63.41040313763313,44.554163874189086,33.362839583686565,65.70304982341074,13,0.6296283449385927,68.11199538450202,35.769476218374024
0,0,1,1,2,84.08715794259226,7.093221613377343,20.918546540792782,79.155820259137,89.83864665840349,13,0.8634846083691153,196.5448319189934,88.02895028446409
2,1,1,0,2,3.8426348962324997,25.439158084184697,4.997902865967873,45.12941130292549,39.95187845869348,2,0.13228794765103824,78.03971441621704,31.757655272698408
1,1,2,0,1,90.17619921354235,36.185309320513866,84.36496640518237,18.34421964034345,32.679470585777736,16,0.9775899603450432,116.79110371470568,140.537265621701
2,0,2,0,2,46.147746462473414,47.249335500651355,98.11925291641158,85.49740195614743,1.081108363519634,2,0.5826286460403656,123.21763151506023,147.1303229039486
2,0,2,0,0,63.72014768082804,4.564874550238374,79.31428739967394,88.25598767723473,82.65510741914642,15,0.9954741523468144,171.95941958211802,56.67393199663023
0,1,1,1,1,65.93539222057827,14.002409755331769,85.3784921704667,46.63097561401701,80.0980700403365,13,0.9115147258658508,64.88443941419702,54.972724151564734
2,2,2,2,1,89.51177407065364,27.68143077913058,24.197713031704538,7.569972730978747,10.445451810015138,19,0.2215172721131058,114.29664188127977,120.44642118745556
0,1,2,0,1,63.66696821672073,97.15326909010507,96.06269755131997,38.782608991693124,57.68573811327003,12,0.056162009903313104,144.27532553543057,60.405527859520134
2,0,0,2,0,61.39335847600618,33.134700710305076,19.692570445342838,80.35376594626034,46.398169816688736,14,0.25563909379536154,82.27334324360834,137.4091870994214
1,1,0,0,2,6.665204056068996,48.20410581120825,95.14298103618323,90.17740285462287,11.870909550911147,13,0.5275636489994199,144.1201848149109,98.87149633475786
2,0,1,0,0,51.84080219452041,19.609771273839293,99.4819293965951,20.347274249759582,98.05682270607235,18,0.17159636706519,188.5497256324479,72.09331476123745
0,1,2,2,1,15.016900081704165,61.07800710757682,71.17228057460487,6.697361202527152,21.469588746335543,5,0.1674597445179885,199.62771967590123,129.9232495619304
0,2,2,1,0,73.74337687214856,28.068321551597432,98.1143731791822,87.73504531328386,6.723418009056115,9,0.4625935471051531,54.86766151860136,89.20880404960742
1,1,0,0,0,51.22219208126745,20.699257843842677,56.95397795671037,38.94049389788753,59.48473795019096,14,0.03326797116935842,85.33823423670162,139.39594964501708
2,1,1,0,2,68.02277792083532,51.65726284459791,25.954178317609035,54.176096426756324,73.88666771330327,19,0.12188808253227046,96.54606736875462,141.36170840752573
2,0,0,0,2,4.167290060238427,0.5505799160420821,43.699588566562085,96.80658120507589,3.2443446047186963,5,0.41586133940794756,109.86891506674492,49.85041825540912
1,0,0,2,1,8.479201604580322,0.7664032649225327,59.35609353787859,6.656472791422285,65.87176387270222,9,0.06312990920796646,86.33857363771511,30.278808735831632
2,0,0,1,0,71.63233880626822,21.906880910185777,7.308156202701499,64.83180074520956,53.22918759514545,6,0.39675505645552933,80.52319918329688,148.07171281708827
2,1,0,2,0,7.208433599867337,3.672136250082114,62.234326461724606,7.410542257486707,10.326500887504842,16,0.4740062659484451,193.183076362625,138.73650433529752
0,2,2,2,2,7.12567277652586,10.802575413069137,98.11778367622945,37.54689284665004,17.252387694636205,17,0.4512666140731144,187.77824041557767,36.65342828446097
2,0,2,1,0,1.210847523488745,33.88606493387516,19.010764978372762,80.38145451934467,56.79742973160805,16,0.8691748574030873,57.04887515046762,129.9641116729284
2,0,0,2,0,95.65013982994802,80.25856795798128,79.25951162883833,43.34722327556344,29.63576135132884,8,0.5300624550517324,100.82195324072723,84.9365919071048
1,1,1,1,0,73.75083594590069,57.204864336930086,90.78987937796194,99.71823539029504,93.8315728651316,9,0.46798046247804337,110.772283051761,61.07539260299703
1,0,1,0,2,35.32514085020642,51.26677259564164,94.37015928202209,55.905928494660216,81.87402294840508,9,0.4107092453916662,85.8521801998915,135.44958284123157
0,2,1,1,1,29.65355812876552,29.348882320812166,96.01356044054472,32.11621526359535,98.3567206513663,6,0.8176233783044862,144.3309345482263,53.60006788683687
2,2,1,0,1,34.97032297458495,93.17537194328163,52.14596387214719,22.011132590475313,25.967083895041398,15,0.8950566039998331,146.05711199663614,143.675999930408
2,0,0,2,0,77.46535311811819,39.70150412371917,97.73079079915037,35.05205342861618,96.9723632797977,17,0.8532424691971175,177.57563424928958,54.67457852392093
2,0,2,2,1,66.13706110704143,8.70927667957715,75.73102071344388,37.25332737595508,43.12338697915579,5,0.6735465781313908,161.13039025778266,103.64198252744923
0,1,1,0,2,18.519556786746794,61.70665161178013,16.16714362369619,6.8713677723960975,34.751879531375465,19,0.13736174596867423,131.38599904489334,56.770360143476985
0,2,0,2,2,17.410933533408436,11.38383934766014,47.690010646797,36.95741994267732,5.034952696935324,0,0.27686996949201226,148.038015506663,95.48023979623618
1,2,1,1,1,9.839564971339732,34.52231428016921,71.8331175372004,46.423851973922496,5.276525785960262,0,0.046063063681977434,91.09831723145271,112.07701558981695
0,0,1,0,1,66.03027197013381,50.74119387178089,24.734031581908333,72.27377522388046,69.20112559466547,11,0.9308240749901141,138.95842849510365,52.82735169841651
2,1,0,2,0,76.43726622217359,87.42225246851758,64.06151835488873,65.6729484721608,45.79289944340279,1,0.6607985296909104,123.38408821248788,92.5062939240815
2,2,2,0,1,26.5046428325004,49.35465803401187,66.66004790466192,70.87656552291543,22.65216260361057,3,0.7463628843132415,70.00167009745556,86.28716932681428
0,2,2,1,0,2.094496103091281,70.22587660316643,16.26997438085659,0.8363681876857099,61.39703063252326,16,0.31157173958222895,86.38164148744562,38.52449056840095
2,1,0,1,0,8.217166747642734,99.28168389990704,56.50853124527563,21.766739958053606,25.285811825011116,3,0.8456535222773424,93.7540176082379,128.19693812103634
2,1,2,2,2,96.78600348450304,13.148911989798162,77.16269109786077,66.16842883998565,57.76317543444226,10,0.2596032837084785,188.6464350578837,70.281888077141
0,2,0,1,2,29.544477747742025,27.47315255195195,49.88956645359419,48.398936817974715,35.92087469826903,3,0.0016437571124496841,84.55799590788342,98.94986370622554
0,2,0,0,2,76.92231478381336,39.45760755976464,1.2103116776107425,0.5313475668345946,82.3552226611819,0,0.37641496252069395,93.38658542295022,91.77410819197613
2,1,0,1,2,62.46635688542638,42.18281785388314,0.9038469079292177,80.44946424318223,82.06961607667793,6,0.5707614809590734,105.40311951341485,91.59126054845308
2,2,2,0,1,38.19396396528959,41.102107526554576,35.702934397001215,77.28095732903374,47.73503981224013,17,0.47870485796552253,149.56141079380805,42.866687305018495
2,0,0,0,2,20.56872621955551,90.76110025565549,92.6194068431782,54.841916299356264,35.08191093350156,8,0.862076142576597,67.73575887082107,80.81784110991993
1,0,1,1,1,12.138641815940643,71.40326444668564,22.867677960360876,6.646332577627212,36.25597965590946,2,0.10540528595616694,193.0917818740664,84.28401110478842
1,1,2,2,2,61.50129680388666,60.79052140907037,63.43636888716871,76.65150495325847,80.57145256682179,7,0.5538234406337256,179.83568301421468,118.03714084373382
1,1,2,1,1,77.4633780637788,30.93727178627821,22.207587069332057,58.37135877313639,32.8179482797612,18,0.5129793498209074,136.58241095134252,130.80225983048382
0,1,2,0,0,64.39042535411306,82.37903842212947,32.16699896595486,78.19599771579591,20.9059373706846,3,0.281392982172163,151.10568011374352,95.39787337200215
1,0,2,0,1,53.030213324915835,95.5060511484989,84.8042089601484,75.17469923958404,8.468834187530682,17,0.8222281125770106,52.4990706866324,40.41395448779886
0,2,1,1,1,4.195122343163627,82.11982825502265,72.88614422699469,80.30020719578371,46.66931208844084,19,0.7528486558822063,100.8417163022673,58.42193647158555
0,0,2,2,2,96.84887775943838,0.15651051914729042,9.539927731321063,51.80080664046248,48.213209891984185,10,0.732859187331831,169.34903459921628,49.792083222327726
1,2,2,2,1,79.87141916545745,63.6401370183407,42.87020209864336,14.032451819351499,84.09087104029072,13,0.876192478269556,61.62244606885788,44.95380758269497
1,0,0,0,0,29.282203670096475,5.1135381442100725,2.916976364526447,67.11574733796887,22.123869644606398,17,0.7227846006215212,92.34707513160802,73.9079158341369
1,2,2,0,0,97.99703293588506,25.760722033372186,48.0890146603009,62.04737850519706,38.099127366839994,15,0.23184129171472645,137.7945242501467,57.527220258525844
2,0,1,2,2,60.18815896363221,5.952470034777169,66.24340117010681,74.22531871990871,80.8405738893691,2,0.7055627116496911,88.46195415484127,56.19637341738148
1,1,1,1,0,58.24226582072465,60.37954529493877,11.850262359815156,16.98810060507353,82.36236107489735,14,0.30770281338984384,190.0966961216779,36.56318094915212
2,0,1,0,1,74.8073179429532,68.65899134926067,28.888493890916568,19.497519990028923,38.46110759787682,3,0.24217465034747054,69.65879462064356,32.120405375452066
0,2,1,0,0,81.17697880901376,11.448763806590511,39.783662550215695,89.04095172193284,45.91240232866809,4,0.07300359289962732,169.6091536861668,42.33218911797381
2,0,2,2,2,65.64786073315027,38.38388830449795,91.95310246560497,74.99777984520708,30.328589084928293,16,0.7440285803476767,126.19230378596123,50.66369753083597
1,0,2,1,1,12.809574636620003,45.6236508955542,99.32550154229641,90.82284887003229,93.2554878419312,6,0.7110009619498112,162.5496163729934,81.71804746178438
